data_classification,seed,tag,material,attenuation_db,distance_cm,repetition,modeled_read_probability,read_success
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,8,10,0.001503,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,9,1,0.000167,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,9,2,0.000167,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,9,3,0.000167,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,9,4,0.000167,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,9,5,0.000167,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,9,6,0.000167,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,9,7,0.000167,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,9,8,0.000167,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,9,9,0.000167,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,9,10,0.000167,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,10,1,1.8e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,10,2,1.8e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,10,3,1.8e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,10,4,1.8e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,10,5,1.8e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,10,6,1.8e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,10,7,1.8e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,10,8,1.8e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,10,9,1.8e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,10,10,1.8e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,11,1,2e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,11,2,2e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,11,3,2e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,11,4,2e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,11,5,2e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,11,6,2e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,11,7,2e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,11,8,2e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,11,9,2e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,11,10,2e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,12,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,12,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,12,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,12,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,12,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,12,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,12,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,12,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,12,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,12,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,13,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,13,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,13,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,13,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,13,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,13,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,13,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,13,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,13,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,13,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,14,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,14,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,14,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,14,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,14,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,14,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,14,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,14,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,14,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,14,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,15,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,15,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,15,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,15,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,15,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,15,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,15,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,15,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,15,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,copper_mesh,12.0,15,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,1,1,0.999761,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,1,2,0.999761,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,1,3,0.999761,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,1,4,0.999761,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,1,5,0.999761,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,1,6,0.999761,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,1,7,0.999761,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,1,8,0.999761,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,1,9,0.999761,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,1,10,0.999761,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,2,1,0.996199,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,2,2,0.996199,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,2,3,0.996199,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,2,4,0.996199,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,2,5,0.996199,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,2,6,0.996199,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,2,7,0.996199,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,2,8,0.996199,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,2,9,0.996199,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,2,10,0.996199,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,3,1,0.942542,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,3,2,0.942542,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,3,3,0.942542,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,3,4,0.942542,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,3,5,0.942542,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,3,6,0.942542,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,3,7,0.942542,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,3,8,0.942542,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,3,9,0.942542,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,3,10,0.942542,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,4,1,0.50658,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,4,2,0.50658,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,4,3,0.50658,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,4,4,0.50658,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,4,5,0.50658,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,4,6,0.50658,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,4,7,0.50658,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,4,8,0.50658,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,4,9,0.50658,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,4,10,0.50658,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,5,1,0.060377,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,5,2,0.060377,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,5,3,0.060377,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,5,4,0.060377,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,5,5,0.060377,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,5,6,0.060377,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,5,7,0.060377,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,5,8,0.060377,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,5,9,0.060377,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,5,10,0.060377,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,6,1,0.004005,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,6,2,0.004005,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,6,3,0.004005,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,6,4,0.004005,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,6,5,0.004005,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,6,6,0.004005,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,6,7,0.004005,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,6,8,0.004005,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,6,9,0.004005,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,6,10,0.004005,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,7,1,0.000252,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,7,2,0.000252,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,7,3,0.000252,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,7,4,0.000252,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,7,5,0.000252,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,7,6,0.000252,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,7,7,0.000252,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,7,8,0.000252,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,7,9,0.000252,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,7,10,0.000252,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,8,1,1.6e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,8,2,1.6e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,8,3,1.6e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,8,4,1.6e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,8,5,1.6e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,8,6,1.6e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,8,7,1.6e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,8,8,1.6e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,8,9,1.6e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,8,10,1.6e-05,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,9,1,1e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,9,2,1e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,9,3,1e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,9,4,1e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,9,5,1e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,9,6,1e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,9,7,1e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,9,8,1e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,9,9,1e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,9,10,1e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,10,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,10,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,10,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,10,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,10,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,10,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,10,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,10,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,10,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,10,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,11,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,11,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,11,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,11,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,11,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,11,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,11,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,11,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,11,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,11,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,12,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,12,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,12,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,12,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,12,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,12,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,12,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,12,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,12,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,12,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,13,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,13,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,13,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,13,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,13,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,13,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,13,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,13,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,13,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,13,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,14,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,14,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,14,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,14,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,14,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,14,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,14,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,14,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,14,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,14,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,15,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,15,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,15,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,15,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,15,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,15,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,15,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,15,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,15,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,steel_sheet,18.0,15,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,id_card,aluminum_foil,24.0,1,1,0.999511,True
